id,state,state_original,under_18,total_arrests,total_arrests_per_capita,violent_crimes,violent_crimes_per_capita,property_crimes,property_crimes_per_capita,murder_and_nonnegligent_manslaughter,murder_and_nonnegligent_manslaughter_per_capita,forcible_rape,forcible_rape_per_capita,robbery,robbery_per_capita,aggravated_assault,aggravated_assault_per_capita,burglary,burglary_per_capita,larceny_theft,larceny_theft_per_capita,motor_vehicle_theft,motor_vehicle_theft_per_capita,arson,arson_per_capita,other_assults,other_assults_per_capita,forgery_and_counterfeiting,forgery_and_counterfeiting_per_capita,fraud,fraud_per_capita,embezzlement,embezzlement_per_capita,stolen_property,stolen_property_per_capita,vandalism,vandalism_per_capita,weapons_posession,weapons_posession_per_capita,prostitution,prostitution_per_capita,sex_offenses,sex_offenses_per_capita,drug_abuse_violations,drug_abuse_violations_per_capita,gambling,gambling_per_capita,offenses_against_family_and_children,offenses_against_family_and_children_per_capita,dui,dui_per_capita,liquor_laws,liquor_laws_per_capita,drunkenness,drunkenness_per_capita,disorderly_conduct,disorderly_conduct_per_capita,vagrancy,vagrancy_per_capita,all_others,all_others_per_capita,suspicion,suspicion_per_capita,curfew_and_loitering,curfew_and_loitering_per_capita,runaways,runaways_per_capita,number_of_agencies,estimated_population,year
197,WISCONSIN,WISCONSIN,1,63925,12.69,1284,0.25,10299,2.04,15,0.00,137,0.03,557,0.11,575,0.11,1201,0.24,8692,1.73,340,0.07,66,0.01,2717,0.54,26,0.01,130,0.03,3,0.00,468,0.09,2459,0.49,828,0.16,14,0.00,868,0.17,3659,0.73,72,0.01,252,0.05,381,0.08,5613,1.11,1,0.00,13110,2.60,37,0.01,17439,3.46,2,0.00,4263,0.85,NULL,0.00,320,5037442,2010
198,WISCONSIN,WISCONSIN,0,309381,61.42,7253,1.44,33965,6.74,139,0.03,626,0.12,1777,0.35,4711,0.94,3949,0.78,28916,5.74,958,0.19,142,0.03,16488,3.27,1027,0.20,3817,0.76,164,0.03,1483,0.29,8168,1.62,3318,0.66,358,0.07,2311,0.46,22651,4.50,165,0.03,2215,0.44,29549,5.87,28373,5.63,5,0.00,49517,9.83,2977,0.59,91312,18.13,2,0.00,4263,0.85,NULL,0.00,0,5037442,2010
199,WYOMING,WYOMING,1,5581,9.98,55,0.10,938,1.68,0,0.00,2,0.00,9,0.02,44,0.08,113,0.20,790,1.41,27,0.05,8,0.01,619,1.11,2,0.00,6,0.01,1,0.00,4,0.01,266,0.48,47,0.08,0,0.00,16,0.03,606,1.08,0,0.00,9,0.02,64,0.11,997,1.78,15,0.03,221,0.40,5,0.01,1278,2.29,3,0.01,429,0.77,NULL,0.00,64,559126,2010
200,WYOMING,WYOMING,0,35170,62.90,489,0.87,2871,5.13,6,0.01,38,0.07,23,0.04,422,0.75,350,0.63,2418,4.32,84,0.15,19,0.03,3168,5.67,74,0.13,200,0.36,4,0.01,68,0.12,748,1.34,99,0.18,7,0.01,148,0.26,3103,5.55,0,0.00,194,0.35,5810,10.39,3760,6.72,2374,4.25,1313,2.35,27,0.05,10269,18.37,15,0.03,429,0.77,NULL,0.00,0,559126,2010
201,ALABAMA ,ALABAMA ,1,11035,NULL,620,NULL,3735,NULL,28,NULL,20,NULL,336,NULL,236,NULL,758,NULL,2863,NULL,94,NULL,20,NULL,1829,NULL,29,NULL,58,NULL,2,NULL,135,NULL,232,NULL,123,NULL,0,NULL,18,NULL,818,NULL,21,NULL,4,NULL,81,NULL,547,NULL,70,NULL,1149,NULL,8,NULL,1345,NULL,0,NULL,27,NULL,184,NULL,306,3682108,2009
202,ALABAMA ,ALABAMA ,0,193586,52.57,5759,1.56,24104,6.55,292,0.08,325,0.09,1657,0.45,3485,0.95,4031,1.09,19080,5.18,868,0.24,125,0.03,24341,6.61,1569,0.43,7614,2.07,158,0.04,1932,0.52,2034,0.55,1379,0.37,296,0.08,550,0.15,15180,4.12,120,0.03,860,0.23,13924,3.78,4854,1.32,8868,2.41,4093,1.11,274,0.07,75466,20.50,0,0.00,27,0.01,184,0.05,0,3682108,2009
203,ALASKA,ALASKA,1,3780,NULL,201,NULL,1077,NULL,0,NULL,7,NULL,37,NULL,157,NULL,85,NULL,904,NULL,57,NULL,31,NULL,361,NULL,3,NULL,11,NULL,10,NULL,7,NULL,139,NULL,39,NULL,2,NULL,35,NULL,314,NULL,0,NULL,2,NULL,66,NULL,554,NULL,8,NULL,57,NULL,0,NULL,712,NULL,0,NULL,16,NULL,166,NULL,33,682496,2009
204,ALASKA,ALASKA,0,40349,59.12,2145,3.14,3937,5.77,22,0.03,77,0.11,283,0.41,1763,2.58,390,0.57,3236,4.74,269,0.39,42,0.06,4947,7.25,116,0.17,276,0.40,90,0.13,37,0.05,764,1.12,365,0.53,217,0.32,191,0.28,2050,3.00,0,0.00,315,0.46,5428,7.95,2391,3.50,367,0.54,949,1.39,0,0.00,15579,22.83,3,0.00,16,0.02,166,0.24,0,682496,2009
205,ARIZONA,ARIZONA,1,50921,NULL,1344,NULL,10980,NULL,13,NULL,29,NULL,370,NULL,932,NULL,1378,NULL,9025,NULL,455,NULL,122,NULL,4874,NULL,45,NULL,75,NULL,6,NULL,148,NULL,3428,NULL,393,NULL,28,NULL,305,NULL,5422,NULL,0,NULL,238,NULL,487,NULL,5468,NULL,4,NULL,3094,NULL,28,NULL,5101,NULL,0,NULL,4768,NULL,4685,NULL,89,6505613,2009
206,ARIZONA,ARIZONA,0,336686,51.75,9364,1.44,44116,6.78,202,0.03,226,0.03,2214,0.34,6722,1.03,4547,0.70,37430,5.75,1911,0.29,228,0.04,27565,4.24,2407,0.37,2255,0.35,260,0.04,1234,0.19,12319,1.89,3193,0.49,1503,0.23,1906,0.29,35087,5.39,3,0.00,2998,0.46,39260,6.03,30113,4.63,6,0.00,18713,2.88,1919,0.30,93012,14.30,0,0.00,4768,0.73,4685,0.72,0,6505613,2009
207,ARKANSAS,ARKANSAS,1,11745,NULL,352,NULL,3323,NULL,5,NULL,32,NULL,63,NULL,252,NULL,572,NULL,2675,NULL,63,NULL,13,NULL,1588,NULL,15,NULL,32,NULL,2,NULL,104,NULL,319,NULL,143,NULL,0,NULL,40,NULL,863,NULL,4,NULL,4,NULL,105,NULL,190,NULL,179,NULL,1031,NULL,0,NULL,2432,NULL,0,NULL,747,NULL,272,NULL,228,2470159,2009
208,ARKANSAS,ARKANSAS,0,125958,50.99,3988,1.61,15785,6.39,113,0.05,240,0.10,632,0.26,3003,1.22,2767,1.12,12587,5.10,355,0.14,76,0.03,10525,4.26,815,0.33,2736,1.11,38,0.02,968,0.39,1554,0.63,1158,0.47,298,0.12,176,0.07,11213,4.54,34,0.01,150,0.06,10130,4.10,1988,0.80,8932,3.62,3457,1.40,653,0.26,50341,20.38,0,0.00,747,0.30,272,0.11,0,2470159,2009
209,CALIFORNIA,CALIFORNIA,1,203345,NULL,15146,NULL,43399,NULL,183,NULL,235,NULL,6231,NULL,8497,NULL,13926,NULL,25822,NULL,3010,NULL,641,NULL,19004,NULL,200,NULL,531,NULL,25,NULL,2857,NULL,13916,NULL,7094,NULL,429,NULL,1958,NULL,21882,NULL,43,NULL,2,NULL,1260,NULL,4456,NULL,3772,NULL,9161,NULL,312,NULL,42837,NULL,0,NULL,11539,NULL,3522,NULL,692,36772788,2009
210,CALIFORNIA,CALIFORNIA,0,1474004,40.08,121369,3.30,164744,4.48,1811,0.05,2044,0.06,21577,0.59,95937,2.61,55269,1.50,93762,2.55,14442,0.39,1271,0.03,91615,2.49,8128,0.22,9542,0.26,1557,0.04,17271,0.47,29528,0.80,29835,0.81,12904,0.35,13831,0.38,251740,6.85,658,0.02,272,0.01,208831,5.68,17948,0.49,115611,3.14,13569,0.37,4167,0.11,345823,9.40,0,0.00,11539,0.31,3522,0.10,0,36772788,2009
211,COLORADO,COLORADO,1,37890,NULL,814,NULL,7687,NULL,17,NULL,67,NULL,206,NULL,524,NULL,824,NULL,6396,NULL,316,NULL,151,NULL,1997,NULL,43,NULL,139,NULL,10,NULL,123,NULL,1574,NULL,473,NULL,13,NULL,214,NULL,3180,NULL,0,NULL,76,NULL,392,NULL,3738,NULL,35,NULL,3064,NULL,9,NULL,8425,NULL,5,NULL,1652,NULL,4227,NULL,204,4524405,2009
212,COLORADO,COLORADO,0,213163,47.11,6470,1.43,25826,5.71,166,0.04,421,0.09,1088,0.24,4795,1.06,2792,0.62,21589,4.77,1218,0.27,227,0.05,14544,3.21,1004,0.22,2482,0.55,168,0.04,659,0.15,5571,1.23,1836,0.41,651,0.14,921,0.20,16658,3.68,11,0.00,2855,0.63,27043,5.98,13169,2.91,229,0.05,10988,2.43,166,0.04,76023,16.80,10,0.00,1652,0.37,4227,0.93,0,4524405,2009
213,CONNECTICUT,CONNECTICUT,1,18665,NULL,1170,NULL,4087,NULL,7,NULL,29,NULL,327,NULL,807,NULL,576,NULL,3255,NULL,214,NULL,42,NULL,4009,NULL,17,NULL,39,NULL,6,NULL,77,NULL,802,NULL,289,NULL,0,NULL,151,NULL,1664,NULL,2,NULL,76,NULL,65,NULL,317,NULL,0,NULL,3087,NULL,2,NULL,2750,NULL,0,NULL,52,NULL,3,NULL,102,3518288,2009
214,CONNECTICUT,CONNECTICUT,0,138703,39.42,6861,1.95,19042,5.41,118,0.03,247,0.07,1473,0.42,5023,1.43,2938,0.84,15351,4.36,654,0.19,99,0.03,23501,6.68,819,0.23,1603,0.46,224,0.06,423,0.12,2719,0.77,1487,0.42,346,0.10,614,0.17,17757,5.05,73,0.02,1530,0.43,10178,2.89,1507,0.43,1,0.00,16146,4.59,45,0.01,33772,9.60,0,0.00,52,0.01,3,0.00,0,3518288,2009
215,DELAWARE,DELAWARE,1,6647,NULL,499,NULL,1645,NULL,4,NULL,23,NULL,175,NULL,297,NULL,286,NULL,1288,NULL,42,NULL,29,NULL,1451,NULL,5,NULL,106,NULL,4,NULL,81,NULL,333,NULL,137,NULL,0,NULL,53,NULL,667,NULL,1,NULL,4,NULL,0,NULL,340,NULL,15,NULL,541,NULL,0,NULL,577,NULL,0,NULL,188,NULL,0,NULL,54,884338,2009
216,DELAWARE,DELAWARE,0,42366,47.91,2829,3.20,7448,8.42,31,0.04,105,0.12,716,0.81,1977,2.24,1215,1.37,6044,6.83,130,0.15,59,0.07,8597,9.72,599,0.68,1914,2.16,237,0.27,422,0.48,1183,1.34,410,0.46,67,0.08,173,0.20,5752,6.50,15,0.02,229,0.26,230,0.26,2302,2.60,674,0.76,2048,2.32,1258,1.42,5791,6.55,0,0.00,188,0.21,0,0.00,0,884338,2009
217,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA4 5,1,768,NULL,67,NULL,68,NULL,0,NULL,0,NULL,47,NULL,20,NULL,0,NULL,56,NULL,12,NULL,0,NULL,76,NULL,0,NULL,1,NULL,0,NULL,4,NULL,35,NULL,13,NULL,0,NULL,0,NULL,20,NULL,0,NULL,0,NULL,1,NULL,6,NULL,0,NULL,97,NULL,0,NULL,377,NULL,0,NULL,3,NULL,0,NULL,1,599657,2009
218,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA4 5,0,8416,14.03,140,0.23,143,0.24,0,0.00,0,0.00,96,0.16,44,0.07,0,0.00,121,0.20,22,0.04,0,0.00,278,0.46,2,0.00,2,0.00,0,0.00,12,0.02,50,0.08,39,0.07,0,0.00,0,0.00,121,0.20,2,0.00,0,0.00,49,0.08,1713,2.86,81,0.14,286,0.48,167,0.28,5328,8.89,0,0.00,3,0.01,0,0.00,0,599657,2009
219,FLORIDA,FLORIDA4 6,1,105805,NULL,7211,NULL,32803,NULL,69,NULL,190,NULL,2618,NULL,4334,NULL,8917,NULL,22054,NULL,1672,NULL,160,NULL,14846,NULL,85,NULL,521,NULL,12,NULL,253,NULL,2292,NULL,1462,NULL,51,NULL,299,NULL,11561,NULL,64,NULL,0,NULL,269,NULL,1440,NULL,0,NULL,0,NULL,0,NULL,32636,NULL,0,NULL,0,NULL,0,NULL,593,18514171,2009
220,FLORIDA,FLORIDA4 6,0,1049817,56.70,49859,2.69,145011,7.83,779,0.04,1642,0.09,10964,0.59,36474,1.97,29681,1.60,108081,5.84,6859,0.37,390,0.02,91706,4.95,4220,0.23,15129,0.82,957,0.05,3227,0.17,8225,0.44,6908,0.37,5296,0.29,3300,0.18,146056,7.89,356,0.02,0,0.00,53004,2.86,37715,2.04,0,0.00,0,0.00,0,0.00,478848,25.86,0,0.00,0,0.00,0,0.00,0,18514171,2009
221,GEORGIA,GEORGIA,1,42572,NULL,2167,NULL,10907,NULL,54,NULL,50,NULL,658,NULL,1405,NULL,2377,NULL,7796,NULL,668,NULL,66,NULL,5338,NULL,98,NULL,255,NULL,16,NULL,472,NULL,867,NULL,1060,NULL,48,NULL,568,NULL,3444,NULL,32,NULL,146,NULL,184,NULL,1005,NULL,101,NULL,4866,NULL,162,NULL,7985,NULL,80,NULL,663,NULL,2108,NULL,351,6766841,2009
222,GEORGIA,GEORGIA,0,320569,47.37,13014,1.92,45965,6.79,430,0.06,339,0.05,3119,0.46,9126,1.35,8189,1.21,35352,5.22,2180,0.32,244,0.04,30273,4.47,4702,0.69,7095,1.05,362,0.05,3406,0.50,3760,0.56,4475,0.66,1702,0.25,3700,0.55,39395,5.82,351,0.05,3195,0.47,26982,3.99,11456,1.69,3385,0.50,27605,4.08,1818,0.27,84454,12.48,703,0.10,663,0.10,2108,0.31,0,6766841,2009
223,HAWAII,HAWAII,1,11341,NULL,239,NULL,1722,NULL,0,NULL,17,NULL,112,NULL,110,NULL,131,NULL,1470,NULL,108,NULL,13,NULL,925,NULL,1,NULL,7,NULL,1,NULL,13,NULL,341,NULL,31,NULL,4,NULL,80,NULL,482,NULL,0,NULL,1,NULL,49,NULL,208,NULL,0,NULL,160,NULL,0,NULL,2720,NULL,0,NULL,196,NULL,4161,NULL,3,1150076,2009
224,HAWAII,HAWAII,0,51974,45.19,1394,1.21,5326,4.63,16,0.01,120,0.10,406,0.35,852,0.74,528,0.46,4277,3.72,488,0.42,33,0.03,4914,4.27,198,0.17,513,0.45,62,0.05,111,0.10,815,0.71,237,0.21,315,0.27,298,0.26,2055,1.79,19,0.02,32,0.03,5588,4.86,1471,1.28,0,0.00,782,0.68,105,0.09,23382,20.33,0,0.00,196,0.17,4161,3.62,0,1150076,2009
225,IDAHO,IDAHO,1,13735,NULL,205,NULL,2907,NULL,2,NULL,25,NULL,11,NULL,167,NULL,358,NULL,2400,NULL,90,NULL,59,NULL,1109,NULL,13,NULL,35,NULL,7,NULL,49,NULL,537,NULL,137,NULL,0,NULL,83,NULL,804,NULL,0,NULL,14,NULL,180,NULL,1800,NULL,15,NULL,549,NULL,0,NULL,3320,NULL,0,NULL,534,NULL,1437,NULL,103,1519531,2009
226,IDAHO,IDAHO,0,73268,48.22,1568,1.03,7318,4.82,16,0.01,117,0.08,122,0.08,1313,0.86,1027,0.68,6018,3.96,193,0.13,80,0.05,5882,3.87,183,0.12,484,0.32,88,0.06,174,0.11,1292,0.85,549,0.36,5,0.00,333,0.22,5751,3.78,0,0.00,785,0.52,12226,8.05,6448,4.24,351,0.23,2668,1.76,7,0.00,25185,16.57,0,0.00,534,0.35,1437,0.95,0,1519531,2009
227,ILLINOIS,ILLINOIS7,1,29961,NULL,3016,NULL,5651,NULL,58,NULL,87,NULL,1322,NULL,1549,NULL,1142,NULL,3191,NULL,1299,NULL,19,NULL,4615,NULL,10,NULL,27,NULL,0,NULL,18,NULL,1515,NULL,948,NULL,41,NULL,72,NULL,5664,NULL,854,NULL,12,NULL,23,NULL,255,NULL,0,NULL,3188,NULL,0,NULL,3556,NULL,0,NULL,489,NULL,7,NULL,2,3006374,2009
228,ILLINOIS,ILLINOIS7,0,157242,52.30,8311,2.76,22180,7.38,380,0.13,464,0.15,2875,0.96,4592,1.53,3028,1.01,15249,5.07,3832,1.27,71,0.02,22945,7.63,319,0.11,323,0.11,2,0.00,54,0.02,4641,1.54,4172,1.39,3473,1.16,832,0.28,43536,14.48,3046,1.01,344,0.11,4250,1.41,1288,0.43,0,0.00,14961,4.98,105,0.03,21964,7.31,0,0.00,489,0.16,7,0.00,0,3006374,2009
229,INDIANA,INDIANA,1,35390,NULL,1185,NULL,8078,NULL,14,NULL,19,NULL,337,NULL,815,NULL,1255,NULL,6358,NULL,378,NULL,87,NULL,4922,NULL,20,NULL,55,NULL,0,NULL,1553,NULL,992,NULL,300,NULL,11,NULL,230,NULL,2326,NULL,0,NULL,149,NULL,156,NULL,2625,NULL,384,NULL,2349,NULL,19,NULL,6507,NULL,10,NULL,755,NULL,2764,NULL,159,4679770,2009
230,INDIANA,INDIANA,0,217684,46.52,7710,1.65,29597,6.32,202,0.04,210,0.04,1804,0.39,5494,1.17,4217,0.90,23753,5.08,1443,0.31,184,0.04,21160,4.52,1425,0.30,1671,0.36,6,0.00,6608,1.41,2319,0.50,1913,0.41,1185,0.25,1427,0.30,23203,4.96,36,0.01,1510,0.32,22618,4.83,12250,2.62,16936,3.62,7822,1.67,54,0.01,54613,11.67,102,0.02,755,0.16,2764,0.59,0,4679770,2009
231,IOWA,IOWA,1,18341,NULL,681,NULL,5067,NULL,1,NULL,27,NULL,103,NULL,550,NULL,659,NULL,4195,NULL,167,NULL,46,NULL,2267,NULL,29,NULL,41,NULL,12,NULL,87,NULL,1408,NULL,111,NULL,2,NULL,63,NULL,1032,NULL,0,NULL,5,NULL,185,NULL,1683,NULL,248,NULL,2039,NULL,0,NULL,2443,NULL,0,NULL,545,NULL,393,NULL,193,2756917,2009
232,IOWA,IOWA,0,110553,40.10,3938,1.43,14625,5.30,27,0.01,90,0.03,418,0.15,3403,1.23,1937,0.70,12151,4.41,442,0.16,95,0.03,10170,3.69,562,0.20,1002,0.36,102,0.04,220,0.08,2945,1.07,486,0.18,141,0.05,210,0.08,8376,3.04,6,0.00,954,0.35,13516,4.90,8663,3.14,10917,3.96,6114,2.22,22,0.01,26646,9.67,0,0.00,545,0.20,393,0.14,0,2756917,2009
233,KANSAS,KANSAS,1,9585,NULL,284,NULL,2344,NULL,7,NULL,23,NULL,48,NULL,206,NULL,247,NULL,1991,NULL,76,NULL,30,NULL,1144,NULL,17,NULL,22,NULL,18,NULL,38,NULL,390,NULL,99,NULL,0,NULL,82,NULL,809,NULL,0,NULL,22,NULL,194,NULL,1170,NULL,0,NULL,681,NULL,0,NULL,1010,NULL,0,NULL,0,NULL,1261,NULL,188,1813396,2009
234,KANSAS,KANSAS,0,75034,41.38,2326,1.28,7126,3.93,46,0.03,150,0.08,282,0.16,1848,1.02,902,0.50,5842,3.22,316,0.17,66,0.04,10738,5.92,401,0.22,1195,0.66,148,0.08,215,0.12,1818,1.00,663,0.37,239,0.13,261,0.14,6316,3.48,0,0.00,211,0.12,13223,7.29,5957,3.29,308,0.17,3662,2.02,0,0.00,18966,10.46,0,0.00,0,0.00,1261,0.70,0,1813396,2009
235,KENTUCKY,KENTUCKY,1,7946,NULL,420,NULL,2647,NULL,10,NULL,16,NULL,190,NULL,204,NULL,498,NULL,2042,NULL,79,NULL,28,NULL,1084,NULL,24,NULL,15,NULL,6,NULL,204,NULL,187,NULL,96,NULL,1,NULL,63,NULL,875,NULL,3,NULL,4,NULL,118,NULL,121,NULL,239,NULL,571,NULL,17,NULL,1160,NULL,0,NULL,16,NULL,75,NULL,235,2295577,2009
236,KENTUCKY,KENTUCKY,0,133542,58.17,3536,1.54,15541,6.77,142,0.06,196,0.09,1055,0.46,2143,0.93,2714,1.18,12364,5.39,347,0.15,116,0.05,8803,3.83,1243,0.54,1759,0.77,107,0.05,1437,0.63,951,0.41,1056,0.46,379,0.17,331,0.14,18553,8.08,28,0.01,3021,1.32,19733,8.60,374,0.16,17260,7.52,4828,2.10,482,0.21,34029,14.82,0,0.00,16,0.01,75,0.03,0,2295577,2009
237,LOUISIANA,LOUISIANA,1,18674,NULL,1654,NULL,4618,NULL,17,NULL,39,NULL,230,NULL,1368,NULL,866,NULL,3554,NULL,160,NULL,38,NULL,3088,NULL,5,NULL,28,NULL,5,NULL,237,NULL,549,NULL,252,NULL,10,NULL,96,NULL,1414,NULL,11,NULL,100,NULL,64,NULL,219,NULL,88,NULL,2264,NULL,13,NULL,3186,NULL,3,NULL,421,NULL,349,NULL,118,2410236,2009
238,LOUISIANA,LOUISIANA,0,139698,57.96,9894,4.11,22359,9.28,182,0.08,224,0.09,1004,0.42,8484,3.52,3675,1.52,17812,7.39,728,0.30,144,0.06,15489,6.43,574,0.24,2029,0.84,235,0.10,1314,0.55,2355,0.98,1607,0.67,288,0.12,648,0.27,19334,8.02,59,0.02,1404,0.58,8488,3.52,2274,0.94,2578,1.07,7581,3.15,265,0.11,40141,16.65,12,0.01,421,0.17,349,0.14,0,2410236,2009
239,MAINE,MAINE,1,6899,NULL,73,NULL,1893,NULL,1,NULL,19,NULL,18,NULL,35,NULL,321,NULL,1466,NULL,76,NULL,30,NULL,895,NULL,4,NULL,27,NULL,1,NULL,34,NULL,471,NULL,47,NULL,0,NULL,33,NULL,625,NULL,0,NULL,4,NULL,67,NULL,1209,NULL,14,NULL,208,NULL,0,NULL,1101,NULL,0,NULL,90,NULL,103,NULL,164,1316989,2009
240,MAINE,MAINE,0,56567,42.95,712,0.54,8173,6.21,19,0.01,83,0.06,194,0.15,416,0.32,1362,1.03,6481,4.92,250,0.19,80,0.06,6878,5.22,276,0.21,878,0.67,37,0.03,194,0.15,1581,1.20,411,0.31,27,0.02,245,0.19,5897,4.48,3,0.00,104,0.08,6861,5.21,5528,4.20,40,0.03,1886,1.43,9,0.01,16634,12.63,0,0.00,90,0.07,103,0.08,0,1316989,2009
241,MARYLAND,MARYLAND,1,41400,NULL,3216,NULL,10977,NULL,38,NULL,55,NULL,1756,NULL,1367,NULL,1846,NULL,7915,NULL,948,NULL,268,NULL,6873,NULL,29,NULL,59,NULL,14,NULL,23,NULL,1628,NULL,1072,NULL,23,NULL,279,NULL,6516,NULL,60,NULL,40,NULL,200,NULL,1220,NULL,0,NULL,2089,NULL,18,NULL,6343,NULL,52,NULL,226,NULL,443,NULL,149,5674380,2009
242,MARYLAND,MARYLAND,0,283407,49.95,12464,2.20,35779,6.31,318,0.06,442,0.08,4185,0.74,7519,1.33,6595,1.16,26228,4.62,2467,0.43,489,0.09,29465,5.19,1239,0.22,1989,0.35,349,0.06,164,0.03,3870,0.68,3590,0.63,1322,0.23,1374,0.24,51629,9.10,314,0.06,2223,0.39,23180,4.09,7446,1.31,0,0.00,7082,1.25,135,0.02,98707,17.40,417,0.07,226,0.04,443,0.08,0,5674380,2009
243,MASSACHUSETTS,MASSACHUSETTS,1,16079,NULL,1771,NULL,3390,NULL,4,NULL,29,NULL,484,NULL,1254,NULL,698,NULL,2541,NULL,112,NULL,39,NULL,2497,NULL,13,NULL,55,NULL,0,NULL,246,NULL,811,NULL,240,NULL,5,NULL,83,NULL,682,NULL,0,NULL,145,NULL,88,NULL,922,NULL,276,NULL,1290,NULL,0,NULL,3303,NULL,3,NULL,10,NULL,249,NULL,328,6130470,2009
244,MASSACHUSETTS,MASSACHUSETTS,0,148266,24.19,13003,2.12,20097,3.28,76,0.01,323,0.05,2129,0.35,10475,1.71,3758,0.61,15546,2.54,696,0.11,97,0.02,22234,3.63,696,0.11,1547,0.25,139,0.02,1457,0.24,3393,0.55,1514,0.25,836,0.14,711,0.12,12127,1.98,21,0.00,1853,0.30,12369,2.02,5077,0.83,7144,1.17,8134,1.33,16,0.00,35618,5.81,21,0.00,10,0.00,249,0.04,0,6130470,2009
245,MICHIGAN,MICHIGAN,1,35771,NULL,2106,NULL,10751,NULL,23,NULL,115,NULL,664,NULL,1304,NULL,1737,NULL,8214,NULL,690,NULL,110,NULL,4131,NULL,29,NULL,398,NULL,21,NULL,393,NULL,1091,NULL,713,NULL,7,NULL,215,NULL,3579,NULL,9,NULL,13,NULL,523,NULL,3398,NULL,3,NULL,1267,NULL,0,NULL,5177,NULL,0,NULL,910,NULL,1037,NULL,568,9569737,2009
246,MICHIGAN,MICHIGAN,0,296005,30.93,13330,1.39,38817,4.06,221,0.02,633,0.07,2571,0.27,9905,1.04,6461,0.68,29569,3.09,2495,0.26,292,0.03,30626,3.20,893,0.09,5912,0.62,1010,0.11,1729,0.18,3684,0.39,4270,0.45,732,0.08,954,0.10,34910,3.65,154,0.02,2921,0.31,38941,4.07,18679,1.95,332,0.03,9813,1.03,291,0.03,86060,8.99,0,0.00,910,0.10,1037,0.11,0,9569737,2009
247,MINNESOTA,MINNESOTA7,1,42324,NULL,1000,NULL,10128,NULL,3,NULL,11,NULL,359,NULL,627,NULL,894,NULL,8837,NULL,284,NULL,113,NULL,3284,NULL,62,NULL,185,NULL,6,NULL,511,NULL,1680,NULL,611,NULL,30,NULL,255,NULL,2730,NULL,0,NULL,27,NULL,383,NULL,5598,NULL,0,NULL,3581,NULL,8,NULL,5138,NULL,0,NULL,3047,NULL,4060,NULL,320,5094567,2009
248,MINNESOTA,MINNESOTA7,0,191480,37.59,5419,1.06,30539,5.99,103,0.02,111,0.02,1214,0.24,3991,0.78,3001,0.59,26251,5.15,1103,0.22,184,0.04,17220,3.38,1356,0.27,3066,0.60,51,0.01,1862,0.37,4342,0.85,1858,0.36,1087,0.21,1444,0.28,17040,3.34,19,0.00,754,0.15,26240,5.15,25784,5.06,0,0.00,13099,2.57,432,0.08,32761,6.43,0,0.00,3047,0.60,4060,0.80,0,5094567,2009
249,MISSISSIPPI,MISSISSIPPI,1,11715,NULL,251,NULL,2923,NULL,4,NULL,12,NULL,139,NULL,96,NULL,778,NULL,2075,NULL,41,NULL,29,NULL,1643,NULL,5,NULL,53,NULL,5,NULL,100,NULL,232,NULL,240,NULL,8,NULL,34,NULL,772,NULL,31,NULL,247,NULL,110,NULL,225,NULL,132,NULL,1970,NULL,5,NULL,2012,NULL,3,NULL,492,NULL,222,NULL,94,1630766,2009
250,MISSISSIPPI,MISSISSIPPI,0,123587,75.78,2065,1.27,13355,8.19,109,0.07,139,0.09,657,0.40,1160,0.71,2673,1.64,10191,6.25,385,0.24,106,0.07,12861,7.89,847,0.52,2042,1.25,733,0.45,755,0.46,1136,0.70,1085,0.67,225,0.14,389,0.24,13240,8.12,163,0.10,3561,2.18,12644,7.75,2181,1.34,6062,3.72,8928,5.47,119,0.07,40364,24.75,118,0.07,492,0.30,222,0.14,0,1630766,2009
251,MISSOURI,MISSOURI,1,43005,NULL,1689,NULL,11332,NULL,49,NULL,61,NULL,500,NULL,1079,NULL,1799,NULL,8762,NULL,656,NULL,115,NULL,6109,NULL,58,NULL,73,NULL,16,NULL,655,NULL,1784,NULL,611,NULL,3,NULL,439,NULL,3453,NULL,4,NULL,104,NULL,409,NULL,2460,NULL,19,NULL,2370,NULL,35,NULL,6683,NULL,0,NULL,1832,NULL,2867,NULL,385,5543053,2009
252,MISSOURI,MISSOURI,0,324277,58.50,12169,2.20,44812,8.08,388,0.07,531,0.10,2394,0.43,8856,1.60,6654,1.20,35072,6.33,2781,0.50,305,0.06,34915,6.30,2229,0.40,3367,0.61,221,0.04,3083,0.56,6642,1.20,3817,0.69,569,0.10,2342,0.42,35321,6.37,101,0.02,4515,0.81,33020,5.96,12897,2.33,249,0.04,14097,2.54,172,0.03,105040,18.95,0,0.00,1832,0.33,2867,0.52,0,5543053,2009
253,MONTANA,MONTANA,1,6948,NULL,117,NULL,1545,NULL,2,NULL,5,NULL,10,NULL,100,NULL,68,NULL,1363,NULL,96,NULL,18,NULL,593,NULL,6,NULL,5,NULL,3,NULL,8,NULL,384,NULL,13,NULL,0,NULL,16,NULL,304,NULL,0,NULL,49,NULL,65,NULL,1261,NULL,0,NULL,588,NULL,0,NULL,934,NULL,0,NULL,553,NULL,504,NULL,96,905870,2009
